"customer_id","gender","number_of_orders","gmv"
7523,"Male",0,0
7524,"Female",2,1578.32976718007
7525,"Female",5,8588.75853427184
7526,"Female",5,5981.07942696785
7527,"Female",5,3971.24468602158
7528,"Male",0,0
7529,"Female",4,835.503629723486
7530,"Female",2,3335.59293229299
7531,"Female",2,950.971964188446
7532,"Female",0,0
7533,"Female",3,119.902684438498
7534,"Male",0,0
7535,"Female",2,2669.90302257421
7536,"Female",0,0
7537,"Female",4,41.3806504520453
7538,"Female",5,3484.20632973922
7539,"Female",0,0
7540,"Female",0,0
7541,"Female",0,0
7542,"Male",3,901.069518538361
7543,"Female",1,1664.81748148231
7544,"Female",0,0
7545,"Female",4,3622.43631040006
7546,"Female",2,2294.3254785986
7547,"Female",0,0
7548,"Female",3,466.778347694113
7549,"Female",5,1460.17346220391
7550,"Female",2,78.0452945213278
7551,"Female",1,67.1400911698338
7552,"Female",0,0
7553,"Female",0,0
7554,"Female",0,0
7555,"Female",0,0
7556,"Female",5,425.892411108609
7557,"Female",0,0
7558,"Male",0,0
7559,"Female",4,573.55879790119
7560,"Female",0,0
7561,"Female",4,66463.1415568879
7562,"Female",0,0
7563,"Female",0,0
7564,"Male",3,196.867579152063
7565,"Female",5,7072.23102910404
7566,"Female",3,1356.26379646751
7567,"Female",3,554.047937463371
7568,"Female",1,1216.01967475842
7569,"Female",4,1477.40792554799
7570,"Male",0,0
7571,"Female",5,1075.07646229799
7572,"Female",5,7566.04241740533
7573,"Female",0,0
7574,"Female",0,0
7575,"Female",6,1051.8681905745
7576,"Male",0,0
7577,"Female",0,0
7578,"Female",1,545.975502345406
7579,"Female",6,693.529769268807
7580,"Female",3,114.077552166349
7581,"Female",4,1935.83090586759
7582,"Female",3,2474.51477669158
7583,"Female",3,952.575994377687
7584,"Female",5,3072.43799832652
7585,"Male",0,0
7586,"Female",4,435.883017101759
7587,"Female",3,2126.66310052467
7588,"Female",2,294.996957424981
7589,"Female",2,18.3394536359988
7590,"Female",0,0
7591,"Female",3,73.8317929476501
7592,"Female",0,0
7593,"Female",0,0
7594,"Female",2,2001.03636006584
7595,"Female",5,125.846747986164
7596,"Female",3,1350.86419548578
7597,"Female",0,0
7598,"Male",3,1874.33724621414
7599,"Female",2,156405.044335849
7600,"Female",0,0
7601,"Female",2,270.878367911132
7602,"Female",2,913.168197505079
7603,"Female",3,576.388332611484
7604,"Female",3,90.0036760838783
7605,"Female",0,0
7606,"Female",5,4815.6014142274
7607,"Female",0,0
7608,"Female",5,1702.90822218464
7609,"Female",0,0
7610,"Female",0,0
7611,"Female",4,183.452282628422
7612,"Female",3,361.153497237407
7613,"Female",5,1649.61562053823
7614,"Female",1,2403.93536186872
7615,"Female",6,489.686724218474
7616,"Female",5,445.307641693152
7617,"Female",5,269.67672163993
7618,"Male",0,0
7619,"Female",0,0
7620,"Female",0,0
7621,"Female",0,0
7622,"Male",3,155.314220114055
7623,"Female",1,2822.81833924666
7624,"Female",0,0
7625,"Female",3,100.343215468603
7626,"Female",2,239.969074521553
7627,"Female",3,2826.56124584335
7628,"Male",0,0
7629,"Male",0,0
7630,"Male",0,0
7631,"Female",2,2186.62438854795
7632,"Female",2,2065.04730058789
7633,"Female",3,9780.07575596815
7634,"Male",4,649.87824342773
7635,"Female",0,0
7636,"Female",3,8533.08416621846
7637,"Female",0,0
7638,"Female",5,2072.88831767657
7639,"Female",1,17311.3005922135
7640,"Female",3,1224.18518959091
7641,"Male",0,0
7642,"Female",2,282.460984754503
7643,"Female",2,3420.52651338027
7644,"Female",1,5921.03180182497
7645,"Female",5,1484.03364722168
7646,"Female",3,464.953306489493
7647,"Female",1,1158.63979233735
7648,"Female",4,392.710232676862
7649,"Female",2,373.859540809421
7650,"Female",2,68.675022789127
7651,"Female",1,13482.1711807263
7652,"Female",3,2644.75278009287
7653,"Male",1,409.312637832628
7654,"Female",0,0
7655,"Female",0,0
7656,"Female",4,577.206727581998
7657,"Female",1,1261.90484834235
7658,"Female",2,8648.62365382155
7659,"Female",0,0
7660,"Female",3,20056.1876641187
7661,"Female",1,537.913342415958
7662,"Female",4,781.590792342149
7663,"Female",0,0
7664,"Female",3,288.097323298237
7665,"Female",2,2844.58945861863
7666,"Female",1,502.596118323005
7667,"Female",0,0
7668,"Female",2,575.354710529007
7669,"Male",2,1686.42952196077
7670,"Female",4,387.948644198952
7671,"Female",0,0
7672,"Female",1,1038.75350466535
7673,"Female",5,487.735947056661
7674,"Female",5,72.0983792930129
7675,"Female",5,999.256294700331
7676,"Female",2,2570.57910613328
7677,"Female",2,2093.72692546516
7678,"Female",3,7795.20658124627
7679,"Female",0,0
7680,"Female",3,914.403001620369
7681,"Female",3,2725.62111983865
7682,"Female",0,0
7683,"Female",0,0
7684,"Female",4,279.12272448896
7685,"Female",2,382.027688667616
7686,"Female",2,3674.47880583117
7687,"Male",1,64.6790819567738
7688,"Female",1,1528.11929672701
7689,"Female",1,5307.10323227137
7690,"Female",4,631.52964959081
7691,"Female",3,19932.4440114488
7692,"Female",4,1353.97224988632
7693,"Male",0,0
7694,"Female",0,0
7695,"Male",0,0
7696,"Male",0,0
7697,"Male",0,0
7698,"Female",1,6943.50594333528
7699,"Female",0,0
7700,"Female",2,53423.7611398328
7701,"Female",4,9877.6245568324
7702,"Female",2,5513.5755238806
7703,"Female",2,6813.01997362859
7704,"Female",5,112.386935173304
7705,"Female",3,10293.4890725657
7706,"Female",0,0
7707,"Male",2,17.9708879339663
7708,"Female",3,222.662555430836
7709,"Female",2,2765.32840500919
7710,"Female",1,15116.8640717799
7711,"Female",6,5154.19293739654
7712,"Female",3,185.66397920679
7713,"Male",3,42.9832995878336
7714,"Female",1,3592.68204965729
7715,"Female",2,469.622117126768
7716,"Female",5,1658.17092060718
7717,"Female",0,0
7718,"Female",6,479.126968495054
7719,"Female",5,1199.71412768192
7720,"Female",4,662.108009246941
7721,"Female",0,0
7722,"Female",4,1271.33558834973
7723,"Female",3,972.406210164382
7724,"Female",3,575.332300418159
7725,"Female",4,4915.49877621172
7726,"Female",1,119.610427377048
7727,"Female",1,1144.18718000185
7728,"Female",5,2189.78443611461
7729,"Male",0,0
7730,"Female",3,1448.14298522391
7731,"Female",2,2791.90745789443
7732,"Female",2,1381.66209181582
7733,"Female",3,839.229821832058
7734,"Female",5,1844.52039742255
7735,"Female",2,155.844837154292
7736,"Female",0,0
7737,"Male",1,73.465872213342
7738,"Female",5,583.012862314053
7739,"Female",3,3444.15095163528
7740,"Female",4,1195.47358718584
7741,"Male",0,0
7742,"Female",3,2680.41734208346
7743,"Female",1,794.618749419343
7744,"Female",0,0
7745,"Male",0,0
7746,"Female",0,0
7747,"Female",2,1333.03470882498
7748,"Female",3,4275.16381884347
7749,"Female",3,845.775350652713
7750,"Male",4,1887.98175368683
7751,"Male",1,108.252775009889
7752,"Female",0,0
7753,"Female",0,0
7754,"Female",0,0
7755,"Female",2,298.208331596499
7756,"Male",0,0
7757,"Female",1,5118.22210248854
7758,"Female",1,30.7481908276317
7759,"Female",0,0
7760,"Female",0,0
7761,"Female",2,7622.53380420678
7762,"Male",0,0
7763,"Female",2,3470.75178281528
7764,"Female",2,2316.39777288227
7765,"Female",0,0
7766,"Female",3,1575.65618950775
7767,"Female",4,3099.42223117632
7768,"Female",2,1212.51260291007
7769,"Female",2,20580.7635994106
7770,"Female",4,742.536616674182
7771,"Female",4,658.311971532279
7772,"Male",3,142.882043248022
7773,"Male",0,0
7774,"Female",0,0
7775,"Female",7,300.91044639448
7776,"Female",0,0
7777,"Female",3,1204.953753922
7778,"Male",0,0
7779,"Female",2,4906.87264592532
7780,"Female",2,253.108846487925
7781,"Male",0,0
7782,"Male",0,0
7783,"Female",2,4107.96000267885
7784,"Female",2,1352.10008029119
7785,"Female",1,65257.4255114722
7786,"Female",4,1688.17645642794
7787,"Female",0,0
7788,"Female",0,0
7789,"Female",2,407.028187483371
7790,"Female",2,85.9794948294419
7791,"Female",3,2631.95505039614
7792,"Female",5,3114.96002796185
7793,"Female",0,0
7794,"Female",5,391.692313137358
7795,"Female",0,0
7796,"Female",4,1315.15938406465
7797,"Male",0,0
7798,"Female",0,0
7799,"Female",1,16352.1596274278
7800,"Female",1,349.304242468361
7801,"Female",0,0
7802,"Female",1,624.881554731174
7803,"Female",2,2370.13640596986
7804,"Female",0,0
7805,"Male",0,0
7806,"Female",2,1570.16903524688
7807,"Female",4,1807.01460481677
7808,"Female",3,7987.71207280475
7809,"Female",5,5.55897268983071
7810,"Female",6,7536.18991387847
7811,"Male",2,350.589518788059
7812,"Male",0,0
7813,"Female",0,0
7814,"Male",0,0
7815,"Female",0,0
7816,"Female",1,843.752230212985
7817,"Male",3,204.327027356403
7818,"Female",6,1104.77121973047
7819,"Female",5,4757.29721502827
7820,"Female",2,63514.0523500725
7821,"Female",0,0
7822,"Female",0,0
7823,"Female",4,829.180313341028
7824,"Female",1,994.582254852902
7825,"Male",0,0
7826,"Female",2,22678.1872267497
7827,"Female",2,1079.66007227343
7828,"Female",0,0
7829,"Female",4,566.354744998407
7830,"Female",3,278.251290754808
7831,"Male",2,607.898672840285
7832,"Female",2,1048.19514282188
7833,"Female",0,0
7834,"Female",3,6846.88920934148
7835,"Female",0,0
7836,"Female",0,0
7837,"Female",5,2724.41399463497
7838,"Female",1,106.930658780543
7839,"Male",0,0
7840,"Male",3,11.6343621844721
7841,"Female",2,3426.09435897296
7842,"Female",4,106.353817525109
7843,"Female",0,0
7844,"Female",1,799.636328941458
7845,"Male",0,0
7846,"Female",5,600.428919059716
7847,"Female",5,759.138093203172
7848,"Female",2,551.78133982052
7849,"Female",0,0
7850,"Male",0,0
7851,"Male",3,355.368802610914
7852,"Male",0,0
7853,"Male",0,0
7854,"Female",3,132.589780616725
7855,"Female",0,0
7856,"Female",7,302.64311506376
7857,"Female",1,790.022187926099
7858,"Female",1,521.538289658268
7859,"Female",3,14470.9980304759
7860,"Female",2,67.0630606598197
7861,"Female",4,1264.17120477902
7862,"Male",0,0
7863,"Female",2,6056.62994456154
7864,"Male",3,81.9984745605686
7865,"Female",4,1632.8389408617
7866,"Female",2,1288.42896952997
7867,"Female",3,923.117200565956
7868,"Female",4,2210.78480216566
7869,"Female",3,198.472896927773
7870,"Female",2,281.891814303808
7871,"Female",0,0
7872,"Female",0,0
7873,"Male",0,0
7874,"Female",1,391.86197939581
7875,"Female",3,110.508513988277
7876,"Female",6,789.048839328146
7877,"Female",0,0
7878,"Female",2,7256.23811628981
7879,"Male",3,33.5233546101667
7880,"Female",3,2429.47239521859
7881,"Female",5,706.333324086746
7882,"Female",2,96.9986931722315
7883,"Male",0,0
7884,"Female",8,1412.58732633368
7885,"Female",0,0
7886,"Female",6,48.036809449472
7887,"Male",2,238.471541174792
7888,"Male",0,0
7889,"Female",3,3178.02377443173
7890,"Female",3,28890.3594086495
7891,"Female",0,0
7892,"Female",0,0
7893,"Male",4,1715.84239979326
7894,"Female",4,493.79831639971
7895,"Male",0,0
7896,"Female",0,0
7897,"Female",2,858.731674391124
7898,"Male",0,0
7899,"Female",4,644.185218613646
7900,"Male",0,0
7901,"Female",5,994.955175652226
7902,"Female",4,2039.00421925542
7903,"Female",6,1219.19637972669
7904,"Female",4,193.949159721549
7905,"Female",5,1016.25799925743
7906,"Female",0,0
7907,"Female",0,0
7908,"Female",5,4050.9320243082
7909,"Female",1,1950.36750813307
7910,"Female",0,0
7911,"Female",5,9932.80042349352
7912,"Female",2,6522.71337113853
7913,"Female",0,0
7914,"Female",2,359.222365297156
7915,"Male",3,52.5763427563681
7916,"Female",0,0
7917,"Female",2,756.859399116193
7918,"Female",1,128.454616046027
7919,"Male",0,0
7920,"Female",2,396.870573395383
7921,"Male",0,0
7922,"Male",0,0
7923,"Female",0,0
7924,"Female",0,0
7925,"Female",0,0
7926,"Female",3,6779.94836922034
7927,"Male",0,0
7928,"Female",2,1446.64812125909
7929,"Female",1,1953.3997895355
7930,"Female",6,3443.92841089858
7931,"Female",0,0
7932,"Male",0,0
7933,"Female",5,869.168878783805
7934,"Male",4,1.93202253728492
7935,"Male",0,0
7936,"Female",2,1143.35370444024
7937,"Male",0,0
7938,"Female",4,3665.11358977187
7939,"Female",2,2260.32760204157
7940,"Female",0,0
7941,"Female",3,1079.77172050623
7942,"Male",0,0
7943,"Female",3,750.014416642184
7944,"Female",5,1006.95635975823
7945,"Female",1,1593.72577052883
7946,"Female",2,397.077380446443
7947,"Female",0,0
7948,"Female",5,322.224917955692
7949,"Female",3,3262.5182821549
7950,"Male",0,0
7951,"Male",3,48.269603389083
7952,"Male",0,0
7953,"Female",2,37778.1448663657
7954,"Female",5,7530.51626343497
7955,"Female",2,146.321733301193
7956,"Female",0,0
7957,"Male",2,6541.85954188402
7958,"Female",6,384.649936508581
7959,"Female",3,3303.65983791757
7960,"Female",5,1301.90808806838
7961,"Female",5,2155.00237177991
7962,"Female",2,20013.2574482836
7963,"Female",1,1263.48476709397
7964,"Female",1,134.550728764914
7965,"Male",0,0
7966,"Female",1,5485.17352222652
7967,"Female",5,399.643528534131
7968,"Male",0,0
7969,"Female",2,277.468271181055
7970,"Female",2,5894.39608833457
7971,"Female",0,0
7972,"Female",4,2228.76954436287
7973,"Female",3,1813.55929391454
7974,"Female",0,0
7975,"Female",3,4556.13892479032
7976,"Male",0,0
7977,"Male",0,0
7978,"Female",5,770.530823489044
7979,"Female",0,0
7980,"Female",6,33658.396936979
7981,"Female",3,23067.0093938746
7982,"Male",0,0
7983,"Female",0,0
7984,"Male",4,80.8722330570104
7985,"Female",3,346.273014303984
7986,"Female",3,604.992851088554
7987,"Female",0,0
7988,"Female",0,0
7989,"Female",2,662.867752054609
7990,"Female",3,5443.76385929418
7991,"Female",0,0
7992,"Female",5,528.308716735575
7993,"Male",2,9808.78093964324
7994,"Female",0,0
7995,"Male",5,1122.42129957656
7996,"Female",0,0
7997,"Female",2,1347.49550177776
7998,"Male",2,521.016932205389
7999,"Male",0,0
8000,"Female",1,166039.090335258
8001,"Female",0,0
8002,"Female",3,861.419594329375
8003,"Female",0,0
8004,"Female",2,9991.53515823152
8005,"Female",6,419.41424877121
8006,"Male",0,0
8007,"Female",1,362.594772173895
8008,"Female",4,8178.12556792022
8009,"Female",0,0
8010,"Female",1,970.615910282599
8011,"Male",1,30.4235363516357
8012,"Male",3,58.9623296591478
8013,"Female",0,0
8014,"Female",3,901.917530096546
8015,"Female",0,0
8016,"Female",3,1226.09255479398
8017,"Female",4,603.959390438502
8018,"Female",1,375.921849570448
8019,"Male",4,93.9410375485552
8020,"Female",3,2796.33372439805
8021,"Male",4,3120.06374850889
8022,"Male",0,0
8023,"Male",0,0
8024,"Female",1,4465.2203229715
8025,"Female",7,563.822198507481
8026,"Female",0,0
8027,"Female",0,0
8028,"Female",3,831.651634391723
8029,"Female",0,0
8030,"Female",0,0
8031,"Female",3,166.123532948195
8032,"Male",0,0
8033,"Female",2,209.110965235652
8034,"Female",0,0
8035,"Female",0,0
8036,"Female",0,0
8037,"Female",3,43.9364325942488
8038,"Female",1,338.255709775334
8039,"Female",5,1881.097648023
8040,"Male",3,174.599329007307
8041,"Male",2,35.8349554489628
8042,"Male",0,0
8043,"Female",0,0
8044,"Female",4,8065.15064860912
8045,"Female",0,0
8046,"Female",4,14046.7575232437
8047,"Female",0,0
8048,"Female",0,0
8049,"Female",0,0
8050,"Female",0,0
8051,"Male",3,1169.13469071661
8052,"Female",2,41.1736656886955
8053,"Male",0,0
8054,"Male",0,0
8055,"Female",0,0
8056,"Female",3,184.965120690863
8057,"Female",4,1869.15798571294
8058,"Female",4,1324.81395366806
8059,"Female",4,440.909687890328
8060,"Female",1,1243.85152656011
8061,"Female",3,2393.40380830714
8062,"Female",1,1771.15297457367
8063,"Female",1,2083.13308340462
8064,"Female",3,10374.7925790189
8065,"Female",0,0
8066,"Female",1,255.815408803735
8067,"Female",4,1088.25242314465
8068,"Female",4,986.437536506606
8069,"Female",1,25843.4428486855
8070,"Female",3,2437.91846045374
8071,"Female",4,736.814137791766
8072,"Female",3,542.551452635568
8073,"Male",0,0
8074,"Female",0,0
8075,"Female",2,7229.5035743489
8076,"Female",3,428.16984499299
8077,"Female",0,0
8078,"Female",0,0
8079,"Male",0,0
8080,"Female",3,2586.90764136483
8081,"Male",0,0
8082,"Female",5,2090.73332972215
8083,"Female",2,463.809526382668
8084,"Female",4,2524.50523417327
8085,"Female",2,1689.36500379461
8086,"Male",2,121.053567770476
8087,"Male",4,9.10400920618619
8088,"Female",1,1240.64167086496
8089,"Female",0,0
8090,"Male",0,0
8091,"Female",0,0
8092,"Female",1,220.946363558387
8093,"Male",0,0
8094,"Female",3,981.620953400116
8095,"Female",3,356.95309318303
8096,"Female",0,0
8097,"Female",1,2638.13096633123
8098,"Female",0,0
8099,"Female",0,0
8100,"Male",0,0
8101,"Female",3,438.471235063802
8102,"Male",0,0
8103,"Female",0,0
8104,"Female",3,399.222832091225
8105,"Female",0,0
8106,"Female",5,280.18105676251
8107,"Male",0,0
8108,"Female",0,0
8109,"Female",0,0
8110,"Male",0,0
8111,"Female",6,1774.35294268308
8112,"Male",0,0
8113,"Female",0,0
8114,"Female",6,704.329028162602
8115,"Female",3,575.284455988922
8116,"Female",2,37.5715915418141
8117,"Female",3,439.298623317588
8118,"Female",3,1168.49855397603
8119,"Female",4,239.443617742562
8120,"Male",0,0
8121,"Male",0,0
8122,"Female",3,14310.076035825
8123,"Female",3,843.225226681351
8124,"Female",0,0
8125,"Female",4,1689.20220734188
8126,"Male",3,99.1170619232314
8127,"Female",0,0
8128,"Male",5,385.831486948737
8129,"Female",5,7057.82279032505
8130,"Female",0,0
8131,"Female",5,698.959806402244
8132,"Female",0,0
8133,"Female",0,0
8134,"Female",0,0
8135,"Female",4,61.1268430680338
8136,"Female",3,2084.28843834935
8137,"Female",0,0
8138,"Female",0,0
8139,"Female",0,0
8140,"Female",3,763.669871949013
8141,"Female",1,180.269031681564
8142,"Female",0,0
8143,"Female",3,9074.8895824196
8144,"Female",4,10078.4426197308
8145,"Female",0,0
8146,"Male",0,0
8147,"Male",3,102.107083177006
8148,"Female",3,152.359287848774
8149,"Female",2,572.275128849001
8150,"Female",2,3763.90697399127
8151,"Male",0,0
8152,"Female",2,261.647876221183
8153,"Female",1,384.202287801929
8154,"Female",0,0
8155,"Female",0,0
8156,"Female",0,0
8157,"Female",0,0
8158,"Female",3,116.413137429712
8159,"Female",2,6858.0410550057
8160,"Female",5,820.858065622447
8161,"Female",0,0
8162,"Female",4,4806.411859978
8163,"Female",0,0
8164,"Female",0,0
8165,"Male",3,27.034692951146
8166,"Female",0,0
8167,"Male",0,0
8168,"Male",0,0
8169,"Female",2,2277.69311302277
8170,"Female",0,0
8171,"Female",5,8537.20533675711
8172,"Female",0,0
8173,"Female",0,0
8174,"Male",0,0
8175,"Male",2,250.533801691513
8176,"Female",4,1898.51595726246
8177,"Female",2,2629.78731190898
8178,"Female",1,518.311362506019
8179,"Male",2,290.33777772398
8180,"Male",3,1631.41259072615
8181,"Female",2,262.170110374398
8182,"Female",1,3935.86287888897
8183,"Female",3,38485.9080154416
8184,"Female",4,1383.13447933113
8185,"Female",5,706.046960749977
8186,"Female",0,0
8187,"Female",5,2025.03851427649
8188,"Female",3,34899.2559748838
8189,"Female",5,1141.74761000992
8190,"Female",2,1574.17604548975
8191,"Female",0,0
8192,"Female",4,477.796698385098
8193,"Female",2,642.083331380952
8194,"Female",0,0
8195,"Female",3,476.913829586325
8196,"Female",0,0
8197,"Female",0,0
8198,"Male",0,0
8199,"Female",0,0
8200,"Female",5,319.521050160775
8201,"Male",0,0
8202,"Female",7,3310.11141990013
8203,"Male",0,0
8204,"Male",0,0
8205,"Female",0,0
8206,"Female",4,734.119128170099
8207,"Female",2,1299.32604823027
8208,"Female",0,0
8209,"Female",1,437.131390448934
8210,"Female",4,223.924600842522
8211,"Female",2,594.320684665904
8212,"Female",0,0
8213,"Female",1,573.788150081077
8214,"Male",2,30.5121405543924
8215,"Female",3,2115.78887999284
8216,"Female",0,0
8217,"Female",4,262.599801086353
8218,"Female",2,7349.06032442789
8219,"Female",3,1329.50384807919
8220,"Female",0,0
8221,"Female",2,5391.92658162026
8222,"Female",2,3786.78308424281
8223,"Female",5,1101.49730878779
8224,"Male",0,0
8225,"Female",6,851.516072246683
8226,"Female",1,379.828318271394
8227,"Female",0,0
8228,"Female",2,190.532627388854
8229,"Female",3,3474.93471647793
8230,"Female",7,930.329876236806
8231,"Female",4,3883.10859774429
8232,"Female",0,0
8233,"Female",0,0
8234,"Male",4,135.822329863903
8235,"Female",5,394.502302294959
8236,"Female",0,0
8237,"Female",6,5.09617975253956
8238,"Female",0,0
8239,"Female",0,0
8240,"Female",0,0
8241,"Female",0,0
8242,"Female",3,4434.78640694496
8243,"Female",3,1532.56856758415
8244,"Female",0,0
8245,"Male",2,849.057371463459
8246,"Male",2,4088.28772100646
8247,"Female",0,0
8248,"Female",4,624.301403721746
8249,"Female",5,76.7807847721072
8250,"Male",0,0
8251,"Female",2,254.492511649265
8252,"Female",2,624.453464141754
8253,"Female",0,0
8254,"Female",5,26508.7596778817
8255,"Female",4,4448.92317566553
8256,"Female",0,0
8257,"Female",3,5716.37412164851
8258,"Male",3,5551.92281987118
8259,"Male",3,65.3613918881137
8260,"Female",3,37916.5798095572
8261,"Female",3,11344.2296111152
8262,"Female",4,5175.74093024008
8263,"Female",0,0
8264,"Male",0,0
8265,"Female",2,1035.66801961652
8266,"Female",0,0
8267,"Male",0,0
8268,"Female",4,9637.10162137874
8269,"Female",3,138.893597157963
8270,"Male",4,526.165219335189
8271,"Female",3,97.2803846280562
8272,"Female",0,0
8273,"Female",2,2714.67180299465
8274,"Female",0,0
8275,"Female",0,0
8276,"Male",0,0
8277,"Female",2,28.1279208594879
8278,"Female",3,4561.0742344953
8279,"Female",2,478.026462105896
8280,"Female",3,6153.92418176877
8281,"Female",2,1931.7005643831
8282,"Female",5,2077.60953316319
8283,"Female",0,0
8284,"Female",2,929.822262690312
8285,"Female",4,171.719060674231
8286,"Male",0,0
8287,"Female",3,967.526247565922
8288,"Female",4,1091.95968025629
8289,"Female",0,0
8290,"Female",1,720.288363809145
8291,"Female",4,249.536365377297
8292,"Female",4,18371.6090248336
8293,"Female",2,5463.74360405111
8294,"Female",4,1209.28472604687
8295,"Female",0,0
8296,"Male",5,6751.68953713975
8297,"Female",3,87.7603569907336
8298,"Female",0,0
8299,"Male",0,0
8300,"Female",0,0
8301,"Female",4,1039.90258965628
8302,"Male",0,0
8303,"Female",0,0
8304,"Male",2,735.322854859309
8305,"Female",1,1781.5960968783
8306,"Female",2,4313.11715539182
8307,"Female",0,0
8308,"Female",3,363.210171197538
8309,"Female",5,383.251449316112
8310,"Female",0,0
8311,"Female",4,5922.3820962607
8312,"Female",0,0
8313,"Female",0,0
8314,"Female",2,2272.27571055426
8315,"Female",3,1611.22193025109
8316,"Female",5,1042.38378678865
8317,"Female",0,0
8318,"Female",4,5076.66448151988
8319,"Female",0,0
8320,"Female",3,338.14510966793
8321,"Female",3,3789.21918862593
8322,"Female",3,132.33225188301
8323,"Female",2,67193.444514581
8324,"Female",2,751.251207452624
8325,"Female",0,0
8326,"Female",1,1553.39644551908
8327,"Female",4,191.893691958181
8328,"Female",3,20356.3771158979
8329,"Female",4,29803.0873188872
8330,"Female",0,0
8331,"Female",3,641.433311597104
8332,"Female",0,0
8333,"Female",2,130.530757402907
8334,"Female",1,5497.08468557887
8335,"Female",0,0
8336,"Female",4,570.338045761002
8337,"Female",0,0
8338,"Female",4,9181.87817194171
8339,"Male",3,26.1948706951606
8340,"Male",0,0
8341,"Female",0,0
8342,"Female",6,2445.01105765361
8343,"Female",3,3593.05451695848
8344,"Female",3,3611.46037711315
8345,"Female",2,119.923314810959
8346,"Female",3,6069.27080994715
8347,"Male",2,9676.79939737844
8348,"Female",2,239.791553437667
8349,"Female",0,0
8350,"Female",4,3213.51717105591
8351,"Female",3,144.245526844069
8352,"Female",0,0
8353,"Male",0,0
8354,"Female",4,2108.46112104992
8355,"Female",4,2786.59651588302
8356,"Female",0,0
8357,"Male",0,0
8358,"Female",0,0
8359,"Female",1,315.892392341564
8360,"Female",0,0
8361,"Female",2,1098.74964497341
8362,"Female",0,0
8363,"Female",0,0
8364,"Female",5,10776.066286979
8365,"Female",1,52.7715358948343
8366,"Male",2,272.080531628683
8367,"Male",0,0
8368,"Female",0,0
8369,"Female",0,0
8370,"Female",5,207.136984036229
8371,"Female",3,150.651934638152
8372,"Female",3,710.720612344218
8373,"Female",0,0
8374,"Female",2,823.644656631159
8375,"Female",4,868.098633361683
8376,"Female",0,0
8377,"Female",2,4120.86996367118
8378,"Female",0,0
8379,"Female",0,0
8380,"Female",0,0
8381,"Female",3,10773.9856445498
8382,"Female",0,0
8383,"Female",2,119.608764858654
8384,"Female",1,7595.49861526423
8385,"Female",3,2822.49129581753
8386,"Female",5,728.436033103256
8387,"Female",1,3605.88640300828
8388,"Female",2,398.248546661616
8389,"Female",0,0
8390,"Female",1,293.579766962815
8391,"Male",0,0
8392,"Female",4,29.5287629345767
8393,"Female",2,4299.90877001228
8394,"Female",0,0
8395,"Female",2,5217.10594875149
8396,"Female",0,0
8397,"Female",1,2124.28849296566
8398,"Female",3,213.579404728568
8399,"Female",2,73.9228142308471
8400,"Female",0,0
8401,"Female",0,0
8402,"Female",2,31329.9782762137
8403,"Female",0,0
8404,"Female",0,0
8405,"Male",0,0
8406,"Female",2,4620.44467767069
8407,"Female",5,113.922529894594
8408,"Female",4,165.848463716346
8409,"Female",4,61.4218478584115
8410,"Male",0,0
8411,"Female",4,2265.69278683537
8412,"Female",3,4854.65547963499
8413,"Female",2,874.632341909657
8414,"Female",0,0
8415,"Male",4,715.047179524796
8416,"Female",2,430.719365365985
8417,"Female",0,0
8418,"Female",2,400.596067663882
8419,"Female",0,0
8420,"Female",0,0
8421,"Female",0,0
8422,"Female",2,1848.79506594205
8423,"Female",4,1754.74532274241
8424,"Female",3,15620.6390770028
8425,"Male",2,242.938907093962
8426,"Female",3,2484.0386793872
8427,"Female",3,9075.25599052315
8428,"Female",0,0
8429,"Female",0,0
8430,"Female",0,0
8431,"Female",2,226.881906822073
8432,"Female",4,308.568089497245
8433,"Female",4,104.851729515833
8434,"Female",0,0
8435,"Female",2,956.081727977192
8436,"Female",2,6335.2234656084
8437,"Female",1,1501.64248829473
8438,"Male",0,0
8439,"Male",0,0
8440,"Female",0,0
8441,"Female",4,362.12954588898
8442,"Female",5,742.887471226108
8443,"Female",2,704.342766464906
8444,"Male",0,0
8445,"Female",2,11363.3730396496
8446,"Male",0,0
8447,"Female",2,1437.14753832634
8448,"Female",4,305.218842239992
8449,"Female",3,15948.5236317437
8450,"Female",2,1114.59248212692
8451,"Female",0,0
8452,"Female",2,3102.25232113598
8453,"Female",3,206.91788374261
8454,"Female",2,328.794756492486
8455,"Female",3,779.459514316355
8456,"Male",4,45.1241850624043
8457,"Male",4,172.718596951279
8458,"Female",2,9186.69140138304
8459,"Female",0,0
8460,"Female",0,0
8461,"Female",0,0
8462,"Female",0,0
8463,"Female",3,1173.53432112235
8464,"Female",4,2197.45441121023
8465,"Female",1,3549.50657192146
8466,"Female",1,1099.83857289508
8467,"Female",3,2298.24890409966
8468,"Female",0,0
8469,"Female",4,7951.09631751759
8470,"Female",0,0
8471,"Female",5,910.913650859874
8472,"Female",5,3993.21982417761
8473,"Female",5,1142.34735336595
8474,"Female",4,924.475588215491
8475,"Female",0,0
8476,"Female",3,778.476638335566
8477,"Female",0,0
8478,"Female",4,892.608459512294
8479,"Female",0,0
8480,"Female",0,0
8481,"Female",0,0
8482,"Female",0,0
8483,"Female",2,2418.56612369211
8484,"Female",3,407.509150040389
8485,"Female",2,761.287480881067
